"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio","genes"
"262","CC","GO:0000314","organellar small ribosomal subunit",30,0,0.01,62,1,1,0,""
"263","CC","GO:0000315","organellar large ribosomal subunit",58,0,0.02,63,1,1,0,""
"264","CC","GO:0000323","lytic vacuole",410,0,0.11,64,1,1,0,""
"265","CC","GO:0000407","phagophore assembly site",29,0,0.01,65,1,1,0,""
"266","CC","GO:0000421","autophagosome membrane",20,0,0.01,66,1,1,0,""
"267","CC","GO:0000428","DNA-directed RNA polymerase complex",100,0,0.03,67,1,1,0,""
"268","CC","GO:0000502","proteasome complex",66,0,0.02,68,1,1,0,""
"269","CC","GO:0000775","chromosome, centromeric region",184,0,0.05,69,1,1,0,""
"270","CC","GO:0000776","kinetochore",129,0,0.03,70,1,1,0,""
"271","CC","GO:0000777","condensed chromosome kinetochore",35,0,0.01,71,1,1,0,""
"272","CC","GO:0000779","condensed chromosome, centromeric region",50,0,0.01,72,1,1,0,""
"273","CC","GO:0000780","condensed nuclear chromosome, centromeri...",28,0,0.01,73,1,1,0,""
"274","CC","GO:0000781","chromosome, telomeric region",104,0,0.03,74,1,1,0,""
"275","CC","GO:0000784","nuclear chromosome, telomeric region",74,0,0.02,75,1,1,0,""
"276","CC","GO:0000785","chromatin",499,0,0.13,76,1,1,0,""
"277","CC","GO:0000786","nucleosome",27,0,0.01,77,1,1,0,""
"278","CC","GO:0000790","nuclear chromatin",336,0,0.09,78,1,1,0,""
"279","CC","GO:0000791","euchromatin",36,0,0.01,79,1,1,0,""
"280","CC","GO:0000792","heterochromatin",92,0,0.02,80,1,1,0,""
"281","CC","GO:0000793","condensed chromosome",164,0,0.04,81,1,1,0,""
"282","CC","GO:0000794","condensed nuclear chromosome",114,0,0.03,82,1,1,0,""
"283","CC","GO:0000795","synaptonemal complex",57,0,0.02,83,1,1,0,""
"284","CC","GO:0000803","sex chromosome",37,0,0.01,84,1,1,0,""
"285","CC","GO:0000922","spindle pole",128,0,0.03,85,1,1,0,""
"286","CC","GO:0000930","gamma-tubulin complex",20,0,0.01,86,1,1,0,""
"287","CC","GO:0000932","P-body",70,0,0.02,87,1,1,0,""
"288","CC","GO:0001533","cornified envelope",21,0,0.01,88,1,1,0,""
"289","CC","GO:0001650","fibrillar center",125,0,0.03,89,1,1,0,""
"290","CC","GO:0001669","acrosomal vesicle",111,0,0.03,90,1,1,0,""
"291","CC","GO:0001673","male germ cell nucleus",23,0,0.01,91,1,1,0,""
"292","CC","GO:0001725","stress fiber",84,0,0.02,92,1,1,0,""
"293","CC","GO:0001726","ruffle",144,0,0.04,93,1,1,0,""
"294","CC","GO:0001741","XY body",21,0,0.01,94,1,1,0,""
"295","CC","GO:0001750","photoreceptor outer segment",74,0,0.02,95,1,1,0,""
"296","CC","GO:0001772","immunological synapse",37,0,0.01,96,1,1,0,""
"297","CC","GO:0001891","phagocytic cup",21,0,0.01,97,1,1,0,""
"298","CC","GO:0001917","photoreceptor inner segment",54,0,0.01,98,1,1,0,""
"299","CC","GO:0002080","acrosomal membrane",21,0,0.01,99,1,1,0,""
"300","CC","GO:0002102","podosome",27,0,0.01,100,1,1,0,""
